0,0,1.1413e-05
7.6563e-05,7.6563e-05,0.00024046
0.00030625,0.00030625,0.0007637
0.00068906,0.00068906,0.0015811
0.001225,0.001225,0.0026928
0.0019141,0.0019141,0.0040986
0.0027562,0.0027562,0.0057986
0.0037516,0.0037516,0.0077928
0.0049,0.0049,0.010081
0.0062016,0.0062016,0.012664
0.0076563,0.0076563,0.015541
0.0092641,0.0092641,0.018712
0.011025,0.011025,0.022177
0.012939,0.012939,0.025936
0.015006,0.015006,0.02999
0.017227,0.017227,0.034338
0.0196,0.0196,0.03898
0.022127,0.022127,0.043916
0.024806,0.024806,0.049146
0.027639,0.027639,0.054671
0.030625,0.030625,0.060489
0.033764,0.033764,0.066602
0.037056,0.037056,0.07301
0.040502,0.040502,0.079711
0.0441,0.0441,0.086706
0.047852,0.047852,0.093996
0.051756,0.051756,0.10158
0.055814,0.055814,0.10946
0.060025,0.060025,0.11763
0.064389,0.064389,0.1261
0.068906,0.068906,0.13486
0.073577,0.073577,0.14391
0.0784,0.0784,0.15326
0.083377,0.083377,0.1629
0.088506,0.088506,0.17284
0.093789,0.093789,0.18307
0.099225,0.099225,0.1936
0.10481,0.10701,0.20138
0.11056,0.1151,0.20931
0.11645,0.12347,0.21739
0.1225,0.13214,0.22563
0.1287,0.14111,0.23401
0.13506,0.15037,0.24256
0.14156,0.15992,0.25125
0.14822,0.16977,0.2601
0.15504,0.17991,0.2691
0.16201,0.19034,0.27826
0.16913,0.20107,0.28756
0.1764,0.2121,0.29702
0.18383,0.22342,0.30664
0.19141,0.23503,0.31641
0.19914,0.24694,0.32633
0.20703,0.25914,0.3364
0.21506,0.27163,0.34663
0.22326,0.28442,0.35701
0.2316,0.2975,0.36754
0.2401,0.31088,0.37822
0.24875,0.32455,0.38906
0.25756,0.33852,0.40006
0.26651,0.35278,0.4112
0.27563,0.36733,0.4225
0.28489,0.38218,0.43395
0.29431,0.39733,0.44556
0.30388,0.41276,0.45731
0.3136,0.42849,0.46923
0.32348,0.44452,0.48129
0.33351,0.46084,0.49351
0.34369,0.47745,0.50588
0.35403,0.49436,0.5184
0.36451,0.51156,0.53108
0.37516,0.52906,0.54391
0.38595,0.54685,0.55689
0.3969,0.56494,0.57003
0.408,0.58331,0.58331
0.42527,0.59676,0.59676
0.4429,0.61035,0.61035
0.46089,0.6241,0.6241
0.47924,0.638,0.638
0.49794,0.65206,0.65206
0.517,0.66626,0.66626
0.53642,0.68063,0.68063
0.5562,0.69514,0.69514
0.57633,0.70981,0.70981
0.59683,0.72463,0.72463
0.61768,0.7396,0.7396
0.63889,0.75473,0.75473
0.66046,0.77001,0.77001
0.68238,0.78544,0.78544
0.70467,0.80102,0.80102
0.72731,0.81676,0.81676
0.75031,0.83266,0.83266
0.77367,0.8487,0.8487
0.79738,0.8649,0.8649
0.82146,0.88125,0.88125
0.84589,0.89776,0.89776
0.87068,0.91441,0.91441
0.89583,0.93122,0.93122
0.92133,0.94819,0.94819
0.9472,0.96531,0.96531
0.97342,0.98258,0.98258
1,1,1
1,1,0.94367
1,1,0.88898
1,1,0.83592
1,1,0.78449
1,1,0.73469
1,1,0.68653
1,1,0.64
1,1,0.5951
1,1,0.55184
1,1,0.5102
1,1,0.4702
1,1,0.43184
1,1,0.3951
1,1,0.36
1,1,0.32653
1,1,0.29469
1,1,0.26449
1,1,0.23592
1,1,0.20898
1,1,0.18367
1,1,0.16
1,1,0.13796
1,1,0.11755
1,1,0.098776
1,1,0.081633
1,1,0.066122
1,1,0.052245
1,1,0.04
1,1,0.029388
1,1,0.020408
1,1,0.013061
1,1,0.0073469
1,1,0.0032653
1,1,0.00081633
1,1,0
1,0.94367,0
1,0.88898,0
1,0.83592,0
1,0.78449,0
1,0.73469,0
1,0.68653,0
1,0.64,0
1,0.5951,0
1,0.55184,0
1,0.5102,0
1,0.4702,0
1,0.43184,0
1,0.3951,0
1,0.36,0
1,0.32653,0
1,0.29469,0
1,0.26449,0
1,0.23592,0
1,0.20898,0
1,0.18367,0
1,0.16,0
1,0.13796,0
1,0.11755,0
1,0.098776,0
1,0.081633,0
1,0.066122,0
1,0.052245,0
1,0.04,0
1,0.029388,0
1,0.020408,0
1,0.013061,0
1,0.0073469,0
1,0.0032653,0
1,0.00081633,0
1,0,0
0.97163,0,0
0.94367,0,0
0.91612,0,0
0.88898,0,0
0.86224,0,0
0.83592,0,0
0.81,0,0
0.78449,0,0
0.75939,0,0
0.73469,0,0
0.71041,0,0
0.68653,0,0
0.66306,0,0
0.64,0,0
0.61735,0,0
0.5951,0,0
0.57327,0,0
0.55184,0,0
0.53082,0,0
0.5102,0,0
0.49,0,0
0.4702,0,0
0.45082,0,0
0.43184,0,0
0.41327,0,0
0.3951,0,0
0.37735,0,0
0.36,0,0
0.34306,0,0
0.32653,0,0
0.31041,0,0
0.29469,0,0
0.27939,0,0
0.26449,0,0
0.25,0,0
